Grayscale intensity in dB


TIC Param Data,
,MGrad.:,MGT:,Grad.:,ArT:,TtoP:,PI:,TWH:,TWR:,AUC:,WiAUC:,WoAUC:,
3.37299   ,-4.78053e+01,-5.18345e+01,-5.50552e+01,-5.28237e+01,-5.99859e+01,-4.53759e+01,-5.40401e+01,-5.46296e+01,,         0.38000,4.00000e+00,
3.40615   ,-4.66648e+01,-4.83840e+01,-5.22312e+01,-5.05072e+01,-5.61753e+01,-4.71095e+01,-5.06879e+01,-5.65786e+01,,         0.38167,1.00000e+01,
3.43930   ,-5.39878e+01,-5.09943e+01,-5.00352e+01,-5.30132e+01,-6.16783e+01,-4.67753e+01,-5.21400e+01,-5.68782e+01,,         0.38333,1.70000e+01,
3.47246   ,-4.85704e+01,-4.88619e+01,-5.04552e+01,-5.10081e+01,-6.04826e+01,-4.49252e+01,-5.10278e+01,-6.10506e+01,,         0.38500,2.50000e+01,
3.50562   ,-5.02035e+01,-4.74065e+01,-5.00355e+01,-5.06259e+01,-6.10670e+01,-4.65309e+01,-4.89320e+01,-5.84732e+01,,         0.38667,3.20000e+01,
3.53878   ,-5.16159e+01,-4.62860e+01,-5.12101e+01,-5.14325e+01,-6.24293e+01,-4.34969e+01,-5.06335e+01,-5.47590e+01,,         0.38833,3.80000e+01,
3.57194   ,-5.23746e+01,-4.90989e+01,-5.29252e+01,-5.13603e+01,-6.24900e+01,-4.46829e+01,-4.78252e+01,-5.61153e+01,,         0.39000,4.30000e+01,
3.60509   ,-4.86092e+01,-4.93829e+01,-5.21594e+01,-5.28217e+01,-6.08132e+01,-4.69468e+01,-5.34225e+01,-5.85853e+01,,         0.39167,4.80000e+01,
3.63825   ,-4.85344e+01,-5.01745e+01,-5.23693e+01,-5.32919e+01,-6.08204e+01,-4.57680e+01,-5.23313e+01,-5.69981e+01,,         0.39333,5.00000e+01,
3.67141   ,-4.98825e+01,-4.60758e+01,-5.35433e+01,-5.25310e+01,-6.07202e+01,-4.44656e+01,-5.21589e+01,-5.79573e+01,,         0.39500,5.10000e+01,
3.70457   ,-5.14738e+01,-4.58326e+01,-5.26948e+01,-5.31183e+01,-5.94855e+01,-4.40128e+01,-5.19163e+01,-5.92073e+01,,         0.39667,5.00000e+01,
