Grayscale intensity in dB


TIC Param Data,
,MGrad.:,MGT:,Grad.:,ArT:,TtoP:,PI:,TWH:,TWR:,AUC:,WiAUC:,WoAUC:,
6.84756   ,-4.64143e+01,-5.12001e+01,-4.99597e+01,-4.88872e+01,-5.39495e+01,-6.45710e+01,-4.61519e+01,-5.87856e+01,,         0.41833,3.40000e+01,
6.90617   ,-4.55880e+01,-5.03442e+01,-4.58622e+01,-5.18612e+01,-5.02545e+01,-6.09164e+01,-4.80430e+01,-5.89680e+01,,         0.42000,2.60000e+01,
6.96478   ,-4.30169e+01,-4.32988e+01,-4.45327e+01,-4.94241e+01,-5.18920e+01,-6.36521e+01,-4.77910e+01,-5.92290e+01,,         0.42167,1.90000e+01,
7.02339   ,-5.29002e+01,-5.58062e+01,-5.60353e+01,-5.23028e+01,-5.35183e+01,-6.43535e+01,-4.90480e+01,-6.00163e+01,,         0.42333,1.10000e+01,
7.08200   ,-4.41663e+01,-4.40458e+01,-4.95897e+01,-4.12390e+01,-4.53874e+01,-6.67011e+01,-4.84096e+01,-5.82757e+01,,         0.42500,3.00000e+00,
7.14061   ,-5.39537e+01,-4.79056e+01,-5.40317e+01,-4.57722e+01,-5.29374e+01,-6.48149e+01,-4.64157e+01,-6.01204e+01,,         0.42667,-5.00000e+00,
7.19922   ,-5.28906e+01,-5.03616e+01,-5.28970e+01,-5.45362e+01,-5.06418e+01,-6.12204e+01,-4.47584e+01,-6.10624e+01,,         0.42833,-1.30000e+01,
7.25783   ,-4.98301e+01,-5.20954e+01,-5.18063e+01,-5.17949e+01,-4.87209e+01,-6.09458e+01,-4.78860e+01,-5.98844e+01,,         0.43000,-2.00000e+01,
7.31644   ,-4.82500e+01,-4.81362e+01,-5.14226e+01,-4.06564e+01,-5.07148e+01,-5.78404e+01,-4.60627e+01,-5.92575e+01,,         0.43167,-2.50000e+01,
7.37505   ,-3.81621e+01,-4.40763e+01,-3.84508e+01,-4.33307e+01,-5.04856e+01,-5.92267e+01,-4.77010e+01,-5.92113e+01,,         0.43333,-3.10000e+01,
7.43366   ,-4.66596e+01,-4.67339e+01,-4.71416e+01,-4.77325e+01,-4.50167e+01,-6.47265e+01,-5.34281e+01,-5.91573e+01,,         0.43500,-3.50000e+01,
7.49227   ,-4.60430e+01,-4.47794e+01,-4.53540e+01,-4.53326e+01,-4.79426e+01,-6.18739e+01,-5.43633e+01,-6.00444e+01,,         0.43667,-3.80000e+01,
7.55088   ,-5.30608e+01,-5.08884e+01,-5.38468e+01,-4.81530e+01,-5.03791e+01,-6.22625e+01,-5.30403e+01,-6.40402e+01,,         0.43833,-4.10000e+01,
7.60949   ,-5.50309e+01,-5.24394e+01,-5.48775e+01,-5.01766e+01,-5.44153e+01,-6.39913e+01,-5.15537e+01,-6.10921e+01,,         0.44000,-4.30000e+01,
7.66810   ,-5.38492e+01,-5.72071e+01,-5.17773e+01,-5.13682e+01,-5.53959e+01,-6.14720e+01,-5.18645e+01,-6.18280e+01,,         0.44167,-4.40000e+01,
7.72671   ,-5.22265e+01,-5.24299e+01,-5.65978e+01,-5.35217e+01,-4.69659e+01,-6.53970e+01,-5.56262e+01,-6.07720e+01,,         0.44333,-4.60000e+01,
7.78532   ,-5.11600e+01,-5.55594e+01,-4.89603e+01,-5.56873e+01,-5.40933e+01,-6.59977e+01,-5.11531e+01,-6.15056e+01,,         0.44500,-4.60000e+01,
